topic,hashtag,tweet_id,image_path,sample_path,body_text,image_text,text_with_OCR
Immigration,cdnpoli,1295053651954692096,./data_Immigration/cdnpoli/tweets3/Efj0ZtTU8AA6P71.jpg,./annotation_data/Immigration/Efj0ZtTU8AA6P71.jpg,Me I think #cdnmedia coverage of the pandemic is one of the reasons we've had more than 9000 deaths #cdnpoli https://t.co/GxC4IHUn4x,,top for public health education Dene See teen eta pee aerate oe be at err ey ait
Vaccine,covidvaccine,1293955650033053696,./data_Vaccine/covidvaccine/tweets2/EfUNzeZU8AAfq-C.jpg,./annotation_data/Vaccine/EfUNzeZU8AAfq-C.jpg,This is funny 😂🤣 #COVID19 #CovidVaccine https://t.co/PKFIGBw6PK,,ar is ea
Immigration,immigration,1290664181704921090,./data_Immigration/immigration/tweets1/EelcOo2WoAkcUZe.jpg,./annotation_data/Immigration/EelcOo2WoAkcUZe.jpg,Business/#Corporate Immigration is one of the routes for foreign #Nationals to seek leave to enter or remain in the United Kingdom. Contact Team MT UK #Immigration #Lawyers for that expert advice &amp; assistance for delivering legal solution for your needs @  https://t.co/PbQzMIyZfi https://t.co/rPjXDFwBB8,,
Mask,WearAMask,1292077403725008898,./data_Mask/WearAMask/tweets2/Ee5hjGyXYAEu2X2.jpg,,I forgot how much I missed my office ⁦⁦@HaubLawatPace⁩ !!  First time back since March.  I am impressed with all the safety measures #WearAMask https://t.co/6cb6RhUYuu,,os Edition Li
AsianHate,wuhanvirus,1291501821333184513,./data_AsianHate/wuhanvirus/tweets1/EexWD7-U8AEpRge.jpg,,"@StateDept @SecPompeo The tide is turning 

Global r awaking from the totalitarian &amp; hideous nature of #CCP,

By the coverup of #WuhanVirus which kills over 680K &amp; the imposition of #NationalSecurityLaw in #HongKong

It threatens the world regardless of nationality w/life sentence as max penalty... https://t.co/MLsmV1qCnq",,HAVE You Be THIS DEADLY VIRUS OVER os Nea te
AsianHate,ChinaVirus,1294015955392053248,./data_AsianHate/ChinaVirus/tweets2/EfVEMJkUMAAUvzS.jpg,,@AmyMek Yet in #Australia not a word on #MSM that I've seen. All about supposed #ChinaVirus updates. @kelliekelly23 @RealMarkLatham @pwafork #pmlive @BruhnRose @laborRtrash @APatriotAussie https://t.co/3hqrljqc2D,,oe wy id eS fe ay er pay om an Ey Hi ae Posey Rea SiSe SOU THE
AsianHate,ChinaVirus,1290165541798178816,./data_AsianHate/ChinaVirus/tweets1/EeeWuDFXgAAoBmz.jpg,,"Good #MondayMorning #Lithuania 
☀️

New #coronavirus cases: 17 yesterday 

Stay safe 😷🤓

#vilnius #baltics #Europe #EU #EuropeanUnion #Covid_19 #ChinaVirus #CoronaVirusUpdates https://t.co/YSjBUAehup",,Are you Ga
Political,Trump2020,1293314838500958218,./data_Political/Trump2020/tweets2/EfLG_c7XgAARCkG.jpg,,"@KamalaHarris Let's see...
Obama, both Clinton's, Schiff, Nader, Pelosi, Feinstein, Brennan...and that's just part of the list! We'll find out right after President Trump gets reelected in November! #Trump2020 https://t.co/kDf2ifvHXR",,AT THIS TIME SENATOR AM MAKING ALIST AN SASSY ope HEADED FOR LIFE
Vaccine,CoronavirusVaccine,1295950504011284481,./data_Vaccine/CoronavirusVaccine/tweets3/Efwj8BzUEAA0dCS.jpg,./annotation_data/Vaccine/Efwj8BzUEAA0dCS.jpg,"India's reports 64,531 fresh COVID-19 cases; death toll mounts to 52,889.
#COVID19 #Coronavirus #COVID #CoronavirusVaccine #CoronavirusPandemic #COVID19India #southernexpress https://t.co/4uAhFv4WnN",,fresh death toll to
AsianHate,wuhanvirus,1293700748019208200,./data_AsianHate/wuhanvirus/tweets2/EfQl-WoXkAA3mH5.jpg,,"The Comprehensive Timeline of the CCP's Cover-up of COVID-19 Pandemic (1)
Inconvenient Truths by Jennifer Zeng - Apr 6, 2020
19+ minutes

ViD https://t.co/dYDBaYcpGs

#CoronaVirus #WuhanVirus #COVID19 #CCPVirus

qt-covid19-vids-220 by #BorderObserver https://t.co/xlMmtDBQCV",,THE COMPREHENSIVE OF THE oF it ae LUT Ce AS BY
Vaccine,CoronavirusVaccine,1293412236225126400,./data_Vaccine/CoronavirusVaccine/tweets2/EfMfjDjWkAAA06v.jpg,./annotation_data/Vaccine/EfMfjDjWkAAA06v.jpg,"Russia registers world's first coronavirus vaccine, President #Putin's daughter vaccinated.

#RussianVaccine #CoronavirusVaccine https://t.co/kSMNvthFtV",,ay ana Be Tea ta PRESIDENT at HIS OWN WITH THE
Mask,WearAMask,1298695689413758977,./data_Mask/WearAMask/tweets4/EgXkLsbWsAEyKiA.jpg,,"Try for reduce  #weight only #walking 
Want #weightloss 5kilo in #September 
Try stay away from #COVID__19 
#WearAMask https://t.co/FCE4N99lZ6",,Moving time
Immigration,immigration,1300080929763811329,./data_Immigration/immigration/tweets5/EgrQtuVUMAAYgVE.jpg,./annotation_data/Immigration/EgrQtuVUMAAYgVE.jpg,"Proud to train as a #childadvocate to lift the voices of #children awaiting - alone in inhumane conditions - a chance at #asylum in federal #immigration #detention.  Serving w. @theYoungCenter #Harlingen and #LosAngeles Teams
#bestinterest #guardianadlitem #RepresentationMatters https://t.co/QHFQTLPguY",,TA de
Vaccine,CoronavirusVaccine,1292988654730620928,./data_Vaccine/CoronavirusVaccine/tweets2/EfGeU95UYAE5wmq.jpg,./annotation_data/Vaccine/EfGeU95UYAE5wmq.jpg,"#CoronavirusVaccine: Russia All Set To Launch 'World's First COVID-19 #vaccine', and Russia's coronavirus vaccine is all set to get #registered https://t.co/qZAUVdIL9E",,
Political,Trump2020,1293527437725388800,./data_Political/Trump2020/tweets2/EfOIWO2WkAA3sJ8.jpg,,"I thought #JoeBiden was going to have someone select a Black Woman for him? These people are stupid!😂
#JoeKamala2020 #JoeBiden2020 #JoeBidenIsARacist #MAGA2020 #Trump2020 #BidenHarris #WWG1WGAWORLDWIDE https://t.co/BlOIhcCfOB",,ID IS ARE
Political,maga,1299676817792663555,./data_Political/maga/tweets5/EglhHpMXkAESl3Y.jpg,,#MAGA and #qanon celebrate another major accomplishment by Trump. https://t.co/s8sNM9hjQc,,
Mask,maskup,1290296755112706051,./data_Mask/maskup/tweets1/EegODXkXgAAAv8k.jpg,,"Officially back on the field in TWO weeks from today!  

PIAA Return to Competition Info https://t.co/Ku2n0JaK0K

#maskup #doyourpart https://t.co/lOksjr8090",,ay LY the Final Count Own
Immigration,americafirst,1298096990878863361,./data_Immigration/americafirst/tweets4/EgPEMM5XgAgm5mi.jpg,./annotation_data/Immigration/EgPEMM5XgAgm5mi.jpg,"@kimKBaltimore @realDonaldTrump @GOPChairwoman YOU ROCKED IT! ❤️🇺🇸 THANK YOU #Maryland District 7 needs you to work for them. #AmericaFirst — The Land of Promise
https://t.co/uoeqjKOtvz https://t.co/j0c4s97azL",,owe ye skit
Mask,WearAMask,1298601549560766464,./data_Mask/WearAMask/tweets4/EgWPOiDXoAEAXMR.jpg,,"If the fastest man in the world can't outrun #COVID19 why are you any different? #StayVigilant 3Ws always 
#WashYourHands #WearAMask 
#WatchYourDistance https://t.co/KTlLtJ94CK",,up with Bolt man in isolation at home in days after his birthday with big party en
AsianHate,wuhanvirus,1292960880376897536,./data_AsianHate/wuhanvirus/tweets2/EfGFEaUWAAA0BMz.jpg,,"'I know the truth,' Trump says treated unfairly over #coronavirus
by #Reuters - Mar 19, 2020

2:13

ViD https://t.co/hyyKjrLWO1

#WuhanVirus #COVID19 #CCPVirus

qt-covid19-vids-130 by #BorderObserver https://t.co/6QVQQlX0DQ",,at ae aX HOUSE id he
Political,trumpvirus,1292475759538339843,./data_Political/trumpvirus/tweets2/Ee_L2jJWkAMmRpJ.jpg,,"@realDonaldTrump Trump golfs while we are nearing 180,000 deaths from the #TrumpVirus...#Despicable https://t.co/hcqGBtmewE",,setae ta re
Mask,masks,1296396416261042178,./data_Mask/masks/tweets3/Ef25q4EUcAE94Md.jpg,,"100/300/500PCS Disposable Mask Dust Breathable Earloop Antiviral Face Mask Sanitary Mask Thick 3-Layer Masks

https://t.co/5nxsjiDIdn

Price: €44.0EUR
Shipping: €11.0EUR

#cheap #mouthmask #surgicalmask #safetymask #medicalmask #protectivemask #Masks https://t.co/AGQU5fqqO1",,Disposable
Vaccine,CoronavirusVaccine,1293560978068484097,./data_Vaccine/CoronavirusVaccine/tweets2/EfOm1L9U4AEsQ6h.jpg,./annotation_data/Vaccine/EfOm1L9U4AEsQ6h.jpg,#Bangladesh to proceed with caution on human trial of #Chinese  Sinvoac #CoronavirusVaccine  https://t.co/wQZHOkMoB1 https://t.co/Cjq25KyC0X,,
Mask,WearAMask,1290388616850661376,./data_Mask/WearAMask/tweets1/Eehhm8HX0AEzHEC.jpg,,"Reacquaint yourself with the Heart of Eureka! Now thru August 15th. Finished booklets get turned in at the Clarke Historical Museum and entered in to win tons of prizes!  #theheartofeureka #cityofeureka #eurekamainstreet #wearamask
Visit https://t.co/EB1YToob2c to learn more. https://t.co/AQkdNDY5Pn",,gin Scavenger Hunt and explore our community es Playful Adventure for All Eu Fee ea
Immigration,cdnpoli,1293292520374329344,./data_Immigration/cdnpoli/tweets2/EfKyWq7UYAAxSNH.jpg,./annotation_data/Immigration/EfKyWq7UYAAxSNH.jpg,"Thank you, Hon. Christine Elliott, for meeting today with #patients to hear their stories of harm in healthcare.  

@celliottability @HQOntario @patients4safety #ONHealth #OntarioSpirit #PatientSafety #cdnhealth #cdnpoli https://t.co/mGh1ZgRh4q",,ey Wit ow ti CAN
Political,Trump2020,1297103563907166209,./data_Political/Trump2020/tweets4/EgA80QpVAAEq1K0.jpg,,@Brian_Mark_ @JohnBrennan @realDonaldTrump Real men don’t tuck their skirts in and produce false information. They stand up for their beliefs. They don’t operate like cockroaches only coming out at night. Try it sometime. #Trump2020 asshats https://t.co/g7M3zcchkB,,We boy oN NE ONE GREED THE
Boomer,caresact,1296061853555138560,./data_Boomer/caresact/tweets3/Efu289QXsAMXuJT.jpg,,"This year – more than ever – we must support our aviation workers on the frontlines of #COVID19 Please send a letter to Congress today, urging them to renew the #CARESAct and pass a clean extension of the #PSP thru 3/31/21 #NationalAviationDay
https://t.co/AxAUELYotR https://t.co/lCfmSC9xVI",,The International National Aviation Day August
Political,maga,1298656821935104000,./data_Political/maga/tweets4/EgXBfxXUcAAy5UX.jpg,,I have a personal prediction to make. President Trump will double or triple his percentage of the Black vote in November over what he received in 2016. #maga #tcot #kag https://t.co/tMKH9kYUas,,ran THE WORSE AN VIOLENCE ra WHAT CAN Vole FOR
Political,maga,1290794737276825600,./data_Political/maga/tweets1/EeHOY7JUcAEZKye.jpg,,#uspoli djt Me Me Me Cognitive Crimes via @Otiose94. https://t.co/CU5EQaJ0zX   #uspolitics #bunkerboy 🇺🇸🇺🇸🇺🇸🇺🇸 #maga #kag #PersonWomanManCameraTv,,aS era MAN CAMERA awe ra art ne
Immigration,cdnpoli,1297739431764357121,./data_Immigration/cdnpoli/tweets4/EgJ_IaeU8AM8Hf0.jpg,./annotation_data/Immigration/EgJ_IaeU8AM8Hf0.jpg,It's tomorrow already! At least Down East &amp; Newfoundland. Great show on #CPCLeadership. Meanwhile BC watching the #Canucks now. #cpc #cpcldr #cdnpoli https://t.co/UoHu8oqXhy,,oN se SEE
Mask,WearAMask,1293988414115676160,./data_Mask/WearAMask/tweets2/EfUrmquWsAAyYq7.jpg,,"We strongly encourage the wearing of masks in indoor public areas and public vehicles. It’s an act of kindness – your mask protects others, and their mask protects you. #WorldMaskWeek #WearAMask

Learn about the proper use of non-medical masks at https://t.co/lGegzENZwY. https://t.co/FccptTM5ro",,ma ah Please For el
Mask,maskup,1293673083551850497,./data_Mask/maskup/tweets2/EfQMz1AWkAcJXJV.jpg,,"SAVE A LIFE. WEAR A MASK.
#COVID19 #GOTMASK #MASKUP https://t.co/WNIo8my1q2",,Ga Ce MASK uP ie mage
Vaccine,CoronavirusVaccine,1293299835634761729,./data_Vaccine/CoronavirusVaccine/tweets2/EfK5WHKUEAEAvTx.jpg,./annotation_data/Vaccine/EfK5WHKUEAEAvTx.jpg,"After numerous tests and trials, Russia is all set to register the world's first COVID vaccine tomorrow (August 12) which has been developed by Gamaleya Research Institute.@russian_market @Russian_Starr @corona #CoronavirusVaccine #CoronaVaccine #CoronavirusPandemic #Corona https://t.co/GUopudi11K",,ae
Vaccine,FauciLiedPeopleDied,1294603353251549184,./data_Vaccine/FauciLiedPeopleDied/tweets3/EfdZpocWkAUvWyS.jpg,./annotation_data/Vaccine/EfdZpocWkAUvWyS.jpg,"He has destroyed many professional, like Dr Judy Mikovts for speaking the truth about the vaccines.

This is how much he believes in the danger of the current called deadly virus.

Believing in seeing his complacency with his guidance of mask and distancing.

#FauciLiedPeopleDied https://t.co/zfJoGaPEMG https://t.co/U9b3wg9twn",,LEARN BY EXAMPLE vise Se YOU en
Mask,facemasks,1290934127718531073,./data_Mask/facemasks/tweets1/EepRtsFWkAE_tHK.jpg,,"Tutus urge the young to wear face masks to protect family and friends. To read our latest #blog and to access future posts, please visit https://t.co/4ICEScC92M #Tutu #COVID19 #facemasks #TutuFoundation https://t.co/Gjd1zht59z",,Clive URGE THE YOUNG TO WEAR FACE TO PROTECT FAMILY Da NaN
Immigration,cdnpoli,1297703549619646464,./data_Immigration/cdnpoli/tweets4/EgJef8nWAAAFwXh.jpg,./annotation_data/Immigration/EgJef8nWAAAFwXh.jpg,"Thunderstorms over Ottawa tonight.
@CPC_HQ leadership “event” is a joke.
#foreshadowing, anyone?
#cdnpoli https://t.co/xw5f6e4K5M",,Sun aN wy ae wee cone BREAKING NEWS why CONSERVATIVE LEADERSHIP NETWORK PETE party official up to need to be
Boomer,trumpliesamericansdie,1294048476108451840,./data_Boomer/trumpliesamericansdie/tweets2/EfViOgoVoAA03UK.jpg,,FINALLY someone asked that question #TrumpLiesAmericansDie https://t.co/0k1jhcxDJx https://t.co/84Ldv5BGgQ,,SKELETAL Fa Mucus oe ST if
Boomer,trumpliesamericansdie,1299776456596189190,./data_Boomer/trumpliesamericansdie/tweets5/Egm7TZxUwAAYTMd.jpg,,"So Many LIES from the RNC #PutinsGOPConvention 
Is this really the America we all want? 
#TrumpLiesAmericansDie #TrumpWorksForPutin https://t.co/u6PCTXJf0e",,THANKS TO TRUMP NO EVER we ar ad
AsianHate,chinesevirus,1290176113088421889,./data_AsianHate/chinesevirus/tweets1/Eeee7BsXoAAgL79.jpg,,"@globaltimesnews Our #Opinion #China is trying to destroy our #FreeSoceity with #ChineseVirus, #CCP isn't just threatening #India but thoughtout the World.

#FreeTibet #FreeHK #FreeEastTurkistan #CCPvirus #XiJinping #IndiaChinaFaceOff #StandWithIndia #BoycottMadeInChina #HoldChinaAccountable #Xi https://t.co/FRmgLqMgVA",,Ti bet
Political,Election2020,1299751406295900160,./data_Political/Election2020/tweets5/Egmk6XsVoAE8Eaw.jpg,,#Election2020. Either djt $covid19 #economy #BLM OR #BidenHarris2020 by @MatttDavies    🇺🇸🇺🇸🇺🇸🇺🇸 #maga #Election2020 https://t.co/NSmqL53DKB,,ie em icing Wet Mean UN CINE Ca his DIVISION oe aN AS ae MeN as we sah ea WOULD Look is
Vaccine,COVID19Vaccine,1293141170424434689,./data_Vaccine/COVID19Vaccine/tweets2/EfIpCC2UMAAoeBA.jpg,./annotation_data/Vaccine/EfIpCC2UMAAoeBA.jpg,"#RussianVaccine #COVID19vaccine 

Russia registered world's first covid-19 vaccine

Meanwhile https://t.co/HS8ymJ6MBK",,Om Corona
Political,Plandemic,1291143221905629185,./data_Political/Plandemic/tweets1/EesP6thX0AAJtGL.jpg,,Going full NAZI! #MAGA2020 #Plandemic #FakePandemic #DemocratsAreDestroyingAmerica https://t.co/j2TqBdOFKp,,Fe DA iN
Vaccine,CoronavirusVaccine,1293130393646817281,./data_Vaccine/CoronavirusVaccine/tweets2/EfIfPR4U8AALhJL.jpg,./annotation_data/Vaccine/EfIfPR4U8AALhJL.jpg,"Putin To The World Right Now -

#RussianVaccine #Russia #vladimir #Putin #CovidVaccineRace #COVID #COVID__19 #CoronaVaccine #CoronavirusVaccine #Corona https://t.co/CZNZ0kLc8v",,we wae aE NA
Mask,masks,1295750479851524111,./data_Mask/masks/tweets3/EftuFk6XkAA24Er.jpg,,"The latest HDIAC #videopodcast, “Super Recognizers,” is out!

Did you know some people have a knack for #identifying people? Learn about “#superrecognizers,” find out what #facialrecognition involves &amp; discover how #masks can affect it! 

Check it out at:
https://t.co/oJQcSOBhsn https://t.co/gvyyjJRYAv",,Homeland Defense Security information Analysis Center ey per se Josh Assistant Professor Associate Professor University of sow University of Dirk Deputy Director
Vaccine,CoronavirusVaccine,1295229512397910016,./data_Vaccine/CoronavirusVaccine/tweets3/EfmT2r4UcAU274r.jpg,./annotation_data/Vaccine/EfmT2r4UcAU274r.jpg,"#SwamiVivekananda :- "" Take Ricks in your life, If you win you may lead, If you loose you may guide.

Just have a look on:- https://t.co/xL9VaUlktK

#MondayMotivation #Inspiration #goodvibes #staypositive #coronavirus #CoronavirusVaccine #CoronavirusPandemic  #SocialDistancing https://t.co/7ZRtR7ahGR",,Take in Your Life If you win You may Lead you loose You may Guide Swami
Boomer,karen,1290317203351494658,./data_Boomer/karen/tweets1/EeggpyzXoAMp0OP.jpg,,@thismorning Nice one #Karen. https://t.co/V4DFipHvjt,,EN
Vaccine,CoronavirusVaccine,1298300641517813761,./data_Vaccine/CoronavirusVaccine/tweets4/EgR9iJzUMAAQ0H0.jpg,./annotation_data/Vaccine/EgR9iJzUMAAQ0H0.jpg,"Magazine Design.please visit Behance-https://t.co/8wI8ReCF0b
Magazine
Order here-https://t.co/61Tl182mXY
brochure
#magazine #indesign #CHEN #brochuredesign #Queen #CoronavirusVaccine #LIVERPOOL #Profile #Proposals #Spotify #KCAMexico #Fabinho @FabinhoTavares3 https://t.co/yG10RBxDao",,poe
Vaccine,covidvaccine,1299616549695709184,./data_Vaccine/covidvaccine/tweets5/EgkqXBOVoAAiEau.jpg,./annotation_data/Vaccine/EgkqXBOVoAAiEau.jpg,"Most Effective, Secure &amp; Cost-effective COVID Homeopathic Treatment Kit.
 •
𝗕𝗨𝗬 𝗡𝗢𝗪 https://t.co/zrmnkbZW1X
•
#Homeopathy #COVID__19 #covidkit #healthconceptcovidkit #Covidvaccine #homeopathic 
•
To know the benefits check out our website https://t.co/tvFkHmF3oy https://t.co/UPkYqxz7NJ",,Buy now Health RIT Homeopathy against eH data Concept cal Pee
Mask,masks,1291523091303002112,./data_Mask/masks/tweets1/EexpYuGU4AEGIkG.png,,"@TransLinkNews @TransLink @CDCofBC @GovCanHealth @richardzussman I should add that every day I see passengers on #Translink wearing #masks with exhalation valves - some industrial and some non-standardized.
Exhalation valves release unfiltered breath. From the point of view of the other passengers such passengers don't actually wear a #mask. https://t.co/tOJZvPO2RP",,
Mask,WearAMask,1292925654300798976,./data_Mask/WearAMask/tweets2/EfFlBvfWoAg8xyn.jpg,,Thank you to our friends at @Foroige for reminding us! #wearamask #washyourhands #noCOVID19 https://t.co/tAVfQVmMMe,,FOr Old we AES PA FACE ow Protect each other me
Boomer,karen,1296280845154578433,./data_Boomer/karen/tweets3/Ef1QjybUEAAAWqd.jpg,,2 Bedroom Penthouse - KILIMANI https://t.co/AbO8B0jRNs #realestate #realestateagent #Karen #Homes #Houses #bungalow #Villas #Holidays #vacaymode #Affordable#GatedCommunity #Furnished #Plots #LandforSale #nairobi #ForSale #coronaviruskenya #Realtor #NairobiApartments... https://t.co/HG9uYGDOpK,,ar Sah LUXURY PENTHOUSE is FURNISHED
Vaccine,VaccinesWork,1295753390799106048,./data_Vaccine/VaccinesWork/tweets3/Eftwr9mXkAA9mBt.jpg,./annotation_data/Vaccine/Eftwr9mXkAA9mBt.jpg,"We understand in this time of #SocialDistancing that many are concerned with leaving their homes, but skipping #vaccines and well visit checkups can put your child at risk. Learn more at https://t.co/ADSkG2dOJN. #NIAM2020 #ivax2protect #VaccinesWork https://t.co/4ixAu87K17",,PAR BACK THE DOCTOR TRY me an wi ad ai aT
Boomer,trumpliesamericansdie,1289362262222753792,./data_Boomer/trumpliesamericansdie/tweets1/EeS7i22WkAEXSBf.jpg,,@replouiegohmert Grab your self  cocktail while your at it #TrumpViruskilledHermanCain  #TrumpVirus #GOPComplicitTraitors  #TrumpFailedAmerica #TrumpVirusCatastrophe #TrumpLiesPeopleDie #TrumpLiesAmericansDie https://t.co/f4xzt0X1nF,,eh Corona ya ate lata on the of
Vaccine,CovidHoax,1298348565815648257,./data_Vaccine/CovidHoax/tweets4/EgSpI3qVAAENjzH.jpg,./annotation_data/Vaccine/EgSpI3qVAAENjzH.jpg,"@FreedomFdtn Sleepy @JayInslee will never voluntarily relinquish the dictatorial power he has seized, with the acquiescence of a weak and cowardly Legislature. We will have to take it back from him. Vote Culp and get rid of the tyrant @GovInslee in November. Lets finally end the #CovidHoax. https://t.co/Ud9zUrPyFc",,Quarantine now is Quarantine tomorrow Quarantine forever Jay
